Ensembl gene ID	Gene symbol	Chromosome	Transcript start (hg19)	Transcript end (hg19)	P value	False discovery rate
ENSG00000163590	PPM1L	3	160473390	160796695	2.49518139618e-07	<0.01
ENSG00000163602	RYBP	3	72423744	72496069	0.000587016030396	<0.01
ENSG00000163618	CADPS	3	62384021	62861064	2.30463712856e-06	<0.01
ENSG00000163630	SYNPR	3	63213991	63602597	1.31641959048e-05	<0.01
ENSG00000163635	ATXN7	3	63850233	63989138	8.98095818742e-05	<0.01
ENSG00000163673	DCLK3	3	36753913	36781352	0.000190492371402	<0.01
ENSG00000163788	SNRK	3	43328004	43466256	2.42040568584e-06	<0.01
ENSG00000163848	ZNF148	3	124944405	125094198	5.22708136548e-06	<0.01
ENSG00000163888	CAMK2N2	3	183977001	183979251	0.000340365310376	<0.01
ENSG00000163930	BAP1	3	52435029	52444366	9.12643294198e-05	<0.01
ENSG00000163939	PBRM1	3	52579368	52719933	9.13761834704e-05	<0.01
ENSG00000163960	UBXN7	3	196074533	196159345	9.06109308868e-05	<0.01
ENSG00000164061	BSN	3	49591922	49708978	9.88561498118e-05	<0.01
ENSG00000164076	CAMKV	3	49895421	49907655	1.22604019284e-05	<0.01
ENSG00000164091	WDR82	3	52288437	52322036	2.37121465926e-06	<0.01
ENSG00000168137	SETD5	3	9439299	9520924	4.69942429403e-05	<0.01
ENSG00000168917	TMEM22	3	136537489	136574734	1.8087685846e-05	<0.01
ENSG00000169282	KCNAB1	3	155755490	156256545	0.000180029667609	<0.01
ENSG00000169760	NLGN1	3	173114074	174004434	6.45942094378e-05	<0.01
ENSG00000170142	UBE2E1	3	23847394	23932807	0.00012081536055	<0.01
ENSG00000171148	TADA3	3	9821544	9834695	9.11959709872e-05	<0.01
ENSG00000172020	GAP43	3	115342171	115440337	1.32265025401e-06	<0.01
ENSG00000172667	ZMAT3	3	178735011	178790067	0.000220052906024	<0.01
ENSG00000172765	TMCC1	3	129366635	129612419	7.1005790706e-06	<0.01
ENSG00000172995	ARPP21	3	35680437	35835988	0.000116875062396	<0.01
ENSG00000174738	NR1D2	3	23986751	24021237	0.0002770452834	<0.01
ENSG00000174891	RSRC1	3	157823644	158263519	0.000186343614283	<0.01
ENSG00000174963	ZIC4	3	147103833	147124647	0.000137551761806	<0.01
ENSG00000175161	CADM2	3	85008132	86117944	6.3078694777e-05	<0.01
ENSG00000175182	FAM131A	3	184053714	184064063	2.58041317414e-06	<0.01
ENSG00000177463	NR2C2	3	14989091	15095107	4.83342562494e-06	<0.01
ENSG00000177479	ARIH2	3	48956254	49023815	3.87625105374e-05	<0.01
ENSG00000177565	TBL1XR1	3	176737143	176915261	0.000460224954127	<0.01
ENSG00000178567	EPM2AIP1	3	37027357	37034795	1.18634188716e-07	<0.01
ENSG00000180370	PAK2	3	196466728	196559518	0.000531781976367	<0.01
ENSG00000181449	SOX2	3	181429714	181432221	0.000540119758202	<0.01
ENSG00000181722	ZBTB20	3	114056941	114866118	0.000131602448834	<0.01
ENSG00000182606	TRAK1	3	42055294	42267381	0.000505159184678	<0.01
ENSG00000183960	KCNH8	3	19189946	19577138	0.000586501502863	<0.01
ENSG00000184897	H1FX	3	129033615	129035120	0.000610131440195	<0.01
ENSG00000186432	KPNA4	3	160212783	160283376	5.69072676144e-05	<0.01
ENSG00000187094	CCK	3	42299317	42307699	4.17931969777e-07	<0.01
ENSG00000187672	ERC2	3	55542336	56502391	4.67697454364e-05	<0.01
ENSG00000196353	CPNE4	3	131252399	132004254	1.40670163076e-07	<0.01
ENSG00000196428	TSC22D2	3	150126080	150177903	0.000107168975338	<0.01
ENSG00000197885	NKIRAS1	3	23933151	23988082	0.000294265652852	<0.01
ENSG00000198919	DZIP3	3	108308337	108413693	1.10584222203e-05	<0.01
ENSG00000213672	NCKIPSD	3	48701364	48723797	1.60826456259e-06	<0.01
ENSG00000214021	TTLL3	3	9849770	9896822	0.000614617787866	<0.01
ENSG00000241553	ARPC4	3	9834179	9855035	0.000557778611741	<0.01
ENSG00000018189	RUFY3	4	71569921	71673032	7.13946483735e-06	<0.01
ENSG00000038219	BOD1L	4	13570362	13629347	4.97714533086e-06	<0.01
ENSG00000072832	CRMP1	4	5749811	5894785	4.47784011398e-08	<0.01
ENSG00000074211	PPP2R2C	4	6322305	6565327	3.94489680702e-05	<0.01
ENSG00000075539	FRYL	4	48499378	48782339	2.26088313776e-08	<0.01
ENSG00000078140	UBE2K	4	39699664	39784412	0.000105211259582	<0.01
ENSG00000078177	N4BP2	4	40058446	40159872	5.29103502278e-05	<0.01
ENSG00000083896	YTHDC1	4	69176105	69215807	0.000224061922815	<0.01
ENSG00000087274	ADD1	4	2845584	2931803	1.17445157129e-10	<0.01
ENSG00000109132	PHOX2B	4	41746099	41750987	9.73962176863e-05	<0.01
ENSG00000109158	GABRA4	4	46920917	46996424	2.37502960665e-05	<0.01
ENSG00000109171	SLAIN2	4	48343339	48428076	0.000147086433024	<0.01
ENSG00000109184	DCUN1D4	4	52709166	52783003	0.000178230403172	<0.01
ENSG00000109332	UBE2D3	4	103715540	103790053	1.69555795531e-06	<0.01
ENSG00000109381	ELF2	4	139949266	140098372	0.000212183335037	<0.01
ENSG00000109436	TBC1D9	4	141541919	141677274	0.000232797058868	<0.01
ENSG00000109572	CLCN3	4	170533784	170644824	9.10155749086e-07	<0.01
ENSG00000109586	GALNT7	4	174089904	174245118	0.00014960155042	<0.01
ENSG00000109654	TRIM2	4	154073494	154260472	0.000125189590464	<0.01
ENSG00000109670	FBXW7	4	153242410	153456172	1.48508921368e-15	<0.01
ENSG00000109685	WHSC1	4	1873151	1983934	0.000205894735161	<0.01
ENSG00000109738	GLRB	4	157997209	158093242	0.000261367217945	<0.01
ENSG00000109756	RAPGEF2	4	160025330	160281321	1.33819591167e-11	<0.01
ENSG00000118816	CCNI	4	77968311	77997158	4.20959814552e-10	<0.01
ENSG00000120251	GRIA2	4	158125334	158287227	5.9488005518e-07	<0.01
ENSG00000121892	PDS5A	4	39824483	39979576	1.03885066296e-05	<0.01
ENSG00000125386	FAM193A	4	2626988	2734292	2.77271484477e-07	<0.01
ENSG00000132466	ANKRD17	4	73939093	74124515	2.45188435772e-07	<0.01
ENSG00000134852	CLOCK	4	56298643	56413305	4.13263242445e-06	<0.01
ENSG00000137449	CPEB2	4	15004298	15071777	4.7660504969e-07	<0.01
ENSG00000137601	NEK1	4	170314426	170533780	7.92127842277e-05	<0.01
ENSG00000138641	HERC3	4	89444961	89629693	0.000149869787066	<0.01
ENSG00000138668	HNRNPD	4	83273651	83295656	0.000199725642262	<0.01
ENSG00000138688	KIAA1109	4	123073488	123283913	2.21245850758e-06	<0.01
ENSG00000138698	RAP1GDS1	4	99182535	99365012	0.000181266974473	<0.01
ENSG00000138757	G3BP2	4	76567966	76649709	3.30363738746e-08	<0.01
ENSG00000138758	SEPT11	4	77870856	77961537	1.04439919082e-05	<0.01
ENSG00000138767	CNOT6L	4	78634541	78740769	0.00032178663952	<0.01
ENSG00000138802	SEC24B	4	110354928	110461612	2.07224675615e-06	<0.01
ENSG00000138814	PPP3CA	4	101944566	102269435	2.16061359382e-12	<0.01
ENSG00000145242	EPHA5	4	66185281	66536213	0.000250552014883	<0.01
ENSG00000145284	SCD5	4	83550692	83720010	4.87617102023e-06	<0.01
ENSG00000145349	CAMK2D	4	114372188	114683083	0.000168668506136	<0.01
ENSG00000145391	SETD7	4	140417243	140477928	1.91753626085e-06	<0.01
ENSG00000150471	LPHN3	4	62066976	62938184	0.000233635718813	<0.01
ENSG00000151612	ZNF827	4	146678779	146859787	0.000270957022002	<0.01
ENSG00000154277	UCHL1	4	41258430	41270472	5.15656402134e-06	<0.01
ENSG00000156140	ADAMTS3	4	73146686	73434516	0.000254464923954	<0.01
ENSG00000159692	CTBP1	4	1205236	1243741	9.50894301793e-10	<0.01
ENSG00000159788	RGS12	4	3294755	3441640	1.32206770434e-05	<0.01
ENSG00000163288	GABRB1	4	46995740	47428461	0.000154702258978	<0.01
ENSG00000163625	WDFY3	4	85590704	85887544	0.0001162422132	<0.01
ENSG00000164031	DNAJB14	4	100817405	100867883	0.000318765460742	<0.01
ENSG00000164100	NDST3	4	118954773	119179803	9.10636313928e-06	<0.01
ENSG00000164105	SAP30	4	174291120	174298683	5.85971894101e-05	<0.01
ENSG00000168772	CXXC4	4	105389469	105416058	0.00012105419482	<0.01
ENSG00000168993	CPLX1	4	778745	819986	2.19497891504e-05	<0.01
ENSG00000170390	DCLK2	4	150999426	151178609	1.7093747512e-05	<0.01
ENSG00000170871	KIAA0232	4	6783102	6885897	8.92644375102e-06	<0.01
ENSG00000173320	STOX2	4	184774584	184938894	3.38701771344e-06	<0.01
ENSG00000174145	KIAA1239	4	37245842	37451087	4.65595568735e-05	<0.01
ENSG00000178177	LCORL	4	17844839	18023499	0.000261330070482	<0.01
ENSG00000178403	NEUROG2	4	113434672	113437328	0.000118360244376	<0.01
ENSG00000178950	GAK	4	843064	926161	1.30393041285e-05	<0.01
ENSG00000179010	MRFAP1	4	6641818	6644472	2.29968490267e-05	<0.01
ENSG00000182168	UNC5C	4	96083655	96470357	5.66044623829e-05	<0.01
ENSG00000185049	WHSC2	4	1984441	2043630	0.000136786379273	<0.01
ENSG00000185619	PCGF3	4	699537	764428	4.53810348438e-05	<0.01
ENSG00000188981	C4orf44	4	3246096	3273465	0.000150430118178	<0.01
ENSG00000197386	HTT	4	3076408	3245676	0.000183804064127	<0.01
ENSG00000198589	LRBA	4	151185594	151936879	0.000273297398006	<0.01
ENSG00000218336	ODZ3	4	183065140	183724177	8.47312890465e-06	<0.01
ENSG00000228919	ENSG00000228919	4	7940728	7942023	4.99804200342e-06	<0.01
ENSG00000243449	C4orf48	4	2043689	2045697	3.304962063e-06	<0.01
ENSG00000254531	ENSG00000254531	4	102268937	102270040	3.26719811405e-05	<0.01
ENSG00000016082	ISL1	5	50678921	50690564	0.000294634320051	<0.01
ENSG00000022355	GABRA1	5	161274197	161326975	8.17746848748e-05	<0.01
ENSG00000031003	FAM13B	5	137273649	137387650	1.27753748209e-06	<0.01
ENSG00000038382	TRIO	5	14143811	14532235	5.76611324624e-08	<0.01
ENSG00000040731	CDH10	5	24487209	24645087	5.86210399006e-06	<0.01
ENSG00000044115	CTNNA1	5	137946656	138270723	0.000217133113684	<0.01
ENSG00000050748	MAPK9	5	179660143	179719099	0.000158807826976	<0.01
ENSG00000056097	ZFR	5	32354456	32444867	6.15107901119e-08	<0.01
ENSG00000068796	KIF2A	5	61601989	61833076	7.55641697693e-05	<0.01
ENSG00000070808	CAMK2A	5	149599054	149669854	8.55582930378e-05	<0.01
ENSG00000072364	AFF4	5	132211071	132299326	1.14983458948e-05	<0.01
ENSG00000072803	FBXW11	5	171288553	171433877	3.85877355779e-08	<0.01
ENSG00000078295	ADCY2	5	7396321	7830194	0.000150010567772	<0.01
ENSG00000081189	MEF2C	5	88013975	88199922	1.7273707642e-07	<0.01
ENSG00000085365	SCAMP1	5	77656339	77776562	3.50893122094e-05	<0.01
ENSG00000091009	RBM27	5	145583113	145718814	0.000217813832243	<0.01
ENSG00000112851	ERBB2IP	5	65222303	65378377	1.01383975864e-05	<0.01
ENSG00000113163	COL4A3BP	5	74664311	74807963	8.168035633e-08	<0.01
ENSG00000113300	CNOT6	5	179921412	180005405	0.000200430588954	<0.01
ENSG00000113327	GABRG2	5	161494546	161582542	0.000158953851007	<0.01
ENSG00000113368	LMNB1	5	126112315	126172712	0.000270025261614	<0.01
ENSG00000113384	GOLPH3	5	32124810	32174456	7.263354994e-05	<0.01
ENSG00000113391	FAM172A	5	92953775	93447404	5.80564288318e-08	<0.01
ENSG00000113448	PDE4D	5	58264865	59817947	0.000346048736105	<0.01
ENSG00000113595	TRIM23	5	64885507	64921802	3.05157134269e-07	<0.01
ENSG00000113648	H2AFY	5	134669590	134735604	1.11324627553e-06	<0.01
ENSG00000113712	CSNK1A1	5	148871760	148931007	3.77790958657e-06	<0.01
ENSG00000113719	ERGIC1	5	172261278	172379688	1.20366859469e-05	<0.01
ENSG00000113758	DBN1	5	176883609	176901402	2.77343855088e-05	<0.01
ENSG00000113763	UNC5A	5	176237478	176307897	4.51131470957e-05	<0.01
ENSG00000119048	UBE2B	5	133706870	133727683	1.52204831552e-05	<0.01
ENSG00000120727	PAIP2	5	138677276	138705406	5.58305836294e-05	<0.01
ENSG00000130449	ZSWIM6	5	60628100	60841997	4.01118172847e-05	<0.01
ENSG00000131188	PRR7	5	176873446	176883283	4.86842016179e-07	<0.01
ENSG00000131504	DIAPH1	5	140894583	140998622	1.30069373961e-05	<0.01
ENSG00000131508	UBE2D2	5	138906016	139008018	0.000120442114689	<0.01
ENSG00000131711	MAP1B	5	71403061	71505395	0.00014913362514	<0.01
ENSG00000134982	APC	5	112043195	112181936	4.07717751199e-12	<0.01
ENSG00000145495	MARCH6	5	10353815	10435491	2.64192830432e-10	<0.01
ENSG00000145526	CDH18	5	19473060	20575982	4.54047226984e-07	<0.01
ENSG00000145675	PIK3R1	5	67511548	67597649	1.93501550187e-08	<0.01
ENSG00000145687	SSBP2	5	80708840	81047616	5.37414172235e-10	<0.01
ENSG00000145715	RASA1	5	86563705	86688145	5.72987237239e-06	<0.01
ENSG00000145734	BDP1	5	70751442	70863649	7.5600423586e-06	<0.01
ENSG00000145743	FBXL17	5	107194736	107717799	4.22189809068e-08	<0.01
ENSG00000145819	ARHGAP26	5	142149949	142608576	2.55727171496e-07	<0.01
ENSG00000145864	GABRB2	5	160715436	160976050	0.000172822911481	<0.01
ENSG00000145920	CPLX2	5	175223313	175311023	2.33770599233e-05	<0.01
ENSG00000145934	ODZ2	5	166711804	167691162	8.85071099621e-05	<0.01
ENSG00000150712	MTMR12	5	32227100	32313115	0.000139698701688	<0.01
ENSG00000151292	CSNK1G3	5	122847793	122952739	2.39980288586e-08	<0.01
ENSG00000152409	JMY	5	78531925	78623038	6.13752333598e-06	<0.01
ENSG00000152413	HOMER1	5	78668459	78810040	7.39371095271e-07	<0.01
ENSG00000152932	RAB3C	5	57878048	58155213	0.000263346313177	<0.01
ENSG00000154162	CDH12	5	21750777	22853731	2.57496159253e-07	<0.01
ENSG00000155506	LARP1	5	154092462	154197167	4.78345780425e-06	<0.01
ENSG00000155511	GRIA1	5	152869175	153193240	6.67710547546e-05	<0.01
ENSG00000155545	MIER3	5	56215429	56267502	8.23013349985e-05	<0.01
ENSG00000156475	PPP2R2B	5	145967936	146464347	1.44532969853e-05	<0.01
ENSG00000157107	FCHO2	5	72251808	72386349	0.000142122661526	<0.01
ENSG00000164253	WDR41	5	76721795	76916436	1.18280803152e-06	<0.01
ENSG00000164327	RICTOR	5	38938021	39074510	0.000280621338355	<0.01
ENSG00000164402	SEPT8	5	132086509	132142933	0.000276506558756	<0.01
ENSG00000164588	HCN1	5	45259349	45696253	0.00018380068752	<0.01
ENSG00000169258	GPRIN1	5	176022803	176037134	7.35872745106e-07	<0.01
ENSG00000169862	CTNND2	5	10971952	11904155	4.75481718457e-06	<0.01
ENSG00000171617	ENC1	5	73923234	73937249	2.34880518364e-08	<0.01
ENSG00000172239	PAIP1	5	43526369	43557860	2.30342220273e-05	<0.01
ENSG00000174136	RGMB	5	98104354	98134347	2.39606438242e-07	<0.01
ENSG00000175745	NR2F1	5	92919043	92930321	6.58937769972e-05	<0.01
ENSG00000176049	JAKMIP2	5	146967990	147162338	2.25893587705e-05	<0.01
ENSG00000177733	HNRNPA0	5	137087075	137090039	5.01885139217e-06	<0.01
ENSG00000183775	KCTD16	5	143550396	143856944	0.000331284133047	<0.01
ENSG00000184845	DRD1	5	174867675	174871163	6.9274483202e-05	<0.01
ENSG00000185129	PURA	5	139487362	139496321	5.6807840797e-09	<0.01
ENSG00000186479	RGS7BP	5	63802084	63908139	2.75605228109e-05	<0.01
ENSG00000197860	SGTB	5	64961755	65018862	1.3915669861e-05	<0.01
ENSG00000198944	ANKRD43	5	132149033	132152488	0.000275163061553	<0.01
ENSG00000198961	PJA2	5	108670410	108745695	1.20560568752e-06	<0.01
ENSG00000205765	C5orf51	5	41904290	41921738	0.000242520253802	<0.01
ENSG00000215218	UBE2QL1	5	6448736	6495022	7.38738051874e-05	<0.01
ENSG00000245526	LINC00461	5	87803363	87986858	8.45250730122e-06	<0.01
ENSG00000009413	REV3L	6	111620234	111804918	0.000455232712832	<0.05
ENSG00000010017	RANBP9	6	13621730	13711953	1.35304432538e-05	<0.01
ENSG00000010818	HIVEP2	6	143072604	143266338	0.000149630310788	<0.01
ENSG00000024048	UBR2	6	42531800	42661242	0.000184744537293	<0.01
ENSG00000028839	TBPL1	6	134273308	134308637	9.02320365858e-05	<0.01
ENSG00000047579	DTNBP1	6	15523032	15663289	0.000307821437709	<0.05
ENSG00000049618	ARID1B	6	157099063	157530401	1.19198229962e-09	<0.01
ENSG00000065491	TBC1D22B	6	37225548	37300746	3.0218116755e-07	<0.01
ENSG00000079819	EPB41L2	6	131160487	131384462	0.000243707460856	<0.01
ENSG00000082293	COL19A1	6	70576463	70919679	0.000389535366431	<0.05
ENSG00000085377	PREP	6	105725440	105850959	0.000105015189204	<0.01
ENSG00000092820	EZR	6	159186773	159240444	0.000576775529574	<0.05
ENSG00000096070	BRPF3	6	36164521	36200567	3.81256673764e-05	<0.01
ENSG00000111875	ASF1A	6	119215384	119230332	0.000249473492548	<0.01
ENSG00000111880	RNGTT	6	89319985	89673348	0.000216813378209	<0.01
ENSG00000112062	MAPK14	6	35995488	36079013	5.64090519765e-06	<0.01
ENSG00000112078	KCTD20	6	36410544	36458920	0.000428668102392	<0.05
ENSG00000112079	STK38	6	36461669	36515247	0.000519812756886	<0.05
ENSG00000112081	SRSF3	6	36562145	36571209	0.000390011210237	<0.05
ENSG00000112242	E2F3	6	20402137	20493945	3.185009153e-05	<0.01
ENSG00000112245	PTP4A1	6	64231666	64293492	2.36399640711e-07	<0.01
ENSG00000112290	WASF1	6	110421022	110501207	2.34587821824e-09	<0.01
ENSG00000112305	SMAP1	6	71377479	71571718	2.34541859336e-09	<0.01
ENSG00000112308	C6orf62	6	24705089	24721064	8.39964477248e-05	<0.01
ENSG00000112335	SNX3	6	108532426	108582464	0.000140740459082	<0.01
ENSG00000112379	KIAA1244	6	138483058	138665800	9.6764622721e-05	<0.01
ENSG00000112531	QKI	6	163835032	163999628	0.000291944990087	<0.05
ENSG00000112576	CCND3	6	41902671	42018095	0.000321042012842	<0.05
ENSG00000112624	KIAA0240	6	42714696	42836296	2.68325646535e-05	<0.01
ENSG00000112640	PPP2R5D	6	42952237	42980080	2.99067347716e-06	<0.01
ENSG00000112685	EXOC2	6	485133	693117	0.000110291320006	<0.01
ENSG00000112701	SENP6	6	76311225	76427997	2.36643234713e-06	<0.01
ENSG00000118432	CNR1	6	88849583	88876078	6.5572740232e-05	<0.01
ENSG00000120265	PCMT1	6	150070579	150132556	0.00036822515622	<0.05
ENSG00000124659	TBCC	6	42712219	42714558	0.000136435890414	<0.01
ENSG00000124702	KLHDC3	6	42981951	42989036	1.46741075563e-08	<0.01
ENSG00000124785	NRN1	6	5998232	6007200	0.000255051934746	<0.01
ENSG00000130338	TULP4	6	158733692	158932860	1.99937532545e-13	<0.01
ENSG00000130396	MLLT4	6	168227602	168372703	0.000474139333608	<0.05
ENSG00000131023	LATS1	6	149979289	150039392	0.000102974517391	<0.01
ENSG00000132424	PNISR	6	99845927	99873207	4.79126674432e-05	<0.01
ENSG00000135298	BAI3	6	69345259	70099403	3.48991284151e-05	<0.01
ENSG00000135299	ANKRD6	6	90142889	90343553	0.000238911369691	<0.01
ENSG00000135334	AKIRIN2	6	88384790	88411927	9.36667037259e-06	<0.01
ENSG00000137285	TUBB2B	6	3224517	3231964	0.000286793658469	<0.05
ENSG00000137409	MTCH1	6	36935917	36954074	1.87312472373e-07	<0.01
ENSG00000146247	PHIP	6	79650263	79787953	9.53481861664e-05	<0.01
ENSG00000146352	CLVS2	6	123317116	123385612	5.98872486359e-05	<0.01
ENSG00000146426	TIAM2	6	155153831	155578857	1.19678616523e-06	<0.01
ENSG00000152818	UTRN	6	144606837	145174170	0.000333550252632	<0.05
ENSG00000153046	CDYL	6	4706345	4955785	2.70669403438e-05	<0.01
ENSG00000155111	CDK19	6	110931181	111137161	3.02378447701e-06	<0.01
ENSG00000156639	ZFAND3	6	37787275	38122400	1.16041269567e-05	<0.01
ENSG00000164418	GRIK2	6	101846664	102517958	8.19228674818e-05	<0.01
ENSG00000164442	CITED2	6	139693393	139695757	6.05714479623e-06	<0.01
ENSG00000164506	STXBP5	6	147525508	147708707	4.96822955043e-06	<0.01
ENSG00000164663	USP49	6	41762107	41863099	0.000147158225463	<0.01
ENSG00000171467	ZNF318	6	43299513	43337181	0.000373028922048	<0.05
ENSG00000172461	FUT9	6	96463860	96653420	0.000156129408784	<0.01
ENSG00000177688	SUMO4	6	149721495	149722177	2.08743521471e-05	<0.01
ENSG00000178233	TMEM151B	6	44238203	44346694	0.000175779692275	<0.01
ENSG00000180537	RNF182	6	13924677	13980533	9.66353909566e-05	<0.01
ENSG00000181472	ZBTB2	6	151685252	151712683	0.000534924855218	<0.05
ENSG00000183826	BTBD9	6	38136227	38607924	3.84745418192e-10	<0.01
ENSG00000184486	POU3F2	6	99282580	99286660	9.32748811771e-07	<0.01
ENSG00000187189	TSPYL4	6	116571151	116575261	6.36287908331e-07	<0.01
ENSG00000188580	NKAIN2	6	124125286	125146803	8.25352201001e-05	<0.01
ENSG00000189241	TSPYL1	6	116597741	116601066	4.14032485726e-08	<0.01
ENSG00000196376	SLC35F1	6	118228689	118638839	0.000422717966788	<0.05
ENSG00000196586	MYO6	6	76458909	76629254	0.000444060175621	<0.05
ENSG00000196591	HDAC2	6	114254192	114332472	0.000516508875134	<0.05
ENSG00000205269	TMEM170B	6	11537938	11583757	2.89721270729e-06	<0.01
ENSG00000213079	SCAF8	6	155054459	155155192	6.72518649999e-05	<0.01
ENSG00000002746	HECW1	7	43152198	43602938	4.44965143606e-06	<0.01
ENSG00000005483	MLL5	7	104654626	104754808	3.35029238575e-05	<0.01
ENSG00000006451	RALA	7	39663082	39747723	0.000104162168877	<0.01
ENSG00000006468	ETV1	7	13930853	14031050	0.000103800443429	<0.01
ENSG00000006652	IFRD1	7	112063023	112121072	1.35723845202e-05	<0.01
ENSG00000009954	BAZ1B	7	72854728	72936608	2.22595840076e-05	<0.01
ENSG00000015676	NUDCD3	7	44421969	44530479	1.12998324839e-05	<0.01
ENSG00000055609	MLL3	7	151832010	152133090	7.12278274417e-06	<0.01
ENSG00000058404	CAMK2B	7	44256749	44374176	0.00016324511017	<0.01
ENSG00000064393	HIPK2	7	139246316	139477577	5.62192900436e-07	<0.01
ENSG00000065883	CDK13	7	39989636	40136733	1.00045491954e-05	<0.01
ENSG00000075624	ACTB	7	5566782	5603415	0.000176828807366	<0.01
ENSG00000077080	ACTL6B	7	100240720	100254084	4.60713919979e-05	<0.01
ENSG00000077809	GTF2I	7	74071994	74175026	9.07497108769e-06	<0.01
ENSG00000078053	AMPH	7	38423305	38671167	6.10159262013e-05	<0.01
ENSG00000078549	ADCYAP1R1	7	31092076	31151089	0.000239654627082	<0.01
ENSG00000081803	CADPS2	7	121958481	122526813	0.000133491884346	<0.01
ENSG00000086232	EIF2AK1	7	6061881	6098861	8.93367228611e-05	<0.01
ENSG00000091129	NRCAM	7	107788082	108097161	9.33939690679e-05	<0.01
ENSG00000105778	AVL9	7	32535038	33078516	9.74734064819e-08	<0.01
ENSG00000105866	SP4	7	21467652	21554440	5.52967103625e-06	<0.01
ENSG00000105887	MTPN	7	135611509	135662101	3.28940550015e-05	<0.01
ENSG00000105968	H2AFV	7	44866390	44887682	0.000288153453504	<0.01
ENSG00000106089	STX1A	7	73113535	73134017	0.000130479602591	<0.01
ENSG00000106123	EPHB6	7	142552792	142568847	7.09434722309e-05	<0.01
ENSG00000106144	CASP2	7	142985308	143004789	5.1017219435e-05	<0.01
ENSG00000106261	ZKSCAN1	7	99613204	99636631	0.000262099401675	<0.01
ENSG00000106299	WASL	7	123321989	123389121	2.10685687795e-06	<0.01
ENSG00000106330	MOSPD3	7	100209725	100213007	5.22622563141e-07	<0.01
ENSG00000106415	GLCCI1	7	8008425	8133902	1.29572991629e-05	<0.01
ENSG00000106443	PHF14	7	11013499	11209250	7.54336200315e-05	<0.01
ENSG00000106524	ANKMY2	7	16639401	16685442	4.89807498409e-05	<0.01
ENSG00000106615	RHEB	7	151163098	151217206	5.09718210888e-09	<0.01
ENSG00000106635	BCL7B	7	72950686	72972332	0.000227631239578	<0.01
ENSG00000106683	LIMK1	7	73497263	73536855	1.75201348044e-06	<0.01
ENSG00000122591	FAM126A	7	22980878	23053749	2.31205834086e-05	<0.01
ENSG00000127914	AKAP9	7	91570181	91739987	2.28065804596e-07	<0.01
ENSG00000127995	CASD1	7	94138531	94186331	2.09215774965e-05	<0.01
ENSG00000128594	LRRC4	7	127667124	127672160	2.33414980761e-05	<0.01
ENSG00000128596	CCDC136	7	128430811	128462186	4.13739134011e-07	<0.01
ENSG00000130226	DPP6	7	153584182	154685995	9.81765174229e-05	<0.01
ENSG00000131558	EXOC4	7	132937829	133751342	8.3293337353e-06	<0.01
ENSG00000133612	AGAP3	7	150782918	150841523	3.98331767797e-07	<0.01
ENSG00000133627	ACTR3B	7	152456834	152552463	0.00027529819985	<0.01
ENSG00000135164	DMTF1	7	86781677	86825646	1.44705419231e-10	<0.01
ENSG00000135250	SRPK2	7	104751151	105039755	1.48417263041e-10	<0.01
ENSG00000136193	SCRN1	7	29959719	30029905	2.00366499501e-05	<0.01
ENSG00000136238	RAC1	7	6414154	6443608	1.94615864644e-05	<0.01
ENSG00000136267	DGKB	7	14184674	15014402	3.42974745033e-05	<0.01
ENSG00000146676	PURB	7	44915896	44924960	5.30132898841e-09	<0.01
ENSG00000146826	C7orf43	7	99752043	99756338	0.000228611425945	<0.01
ENSG00000146830	GIGYF1	7	100277130	100287071	1.77846373944e-05	<0.01
ENSG00000157764	BRAF	7	140424943	140624564	1.74478100646e-05	<0.01
ENSG00000158528	PPP1R9A	7	94536514	94925727	4.70506030771e-06	<0.01
ENSG00000159784	FAM131B	7	143050493	143059863	2.39371653685e-05	<0.01
ENSG00000164600	NEUROD6	7	31377075	31380508	8.27240553052e-09	<0.01
ENSG00000164603	C7orf60	7	112459202	112579971	4.02317344374e-07	<0.01
ENSG00000164638	SLC29A4	7	5314000	5343696	0.000254279841717	<0.01
ENSG00000164715	LMTK2	7	97736197	97838945	3.12973696569e-06	<0.01
ENSG00000164885	CDK5	7	150750899	150755617	7.92389732444e-05	<0.01
ENSG00000166924	C7orf51	7	100081550	100092422	7.80227339551e-05	<0.01
ENSG00000170027	YWHAG	7	75956116	75988348	5.61392809262e-05	<0.01
ENSG00000170852	KBTBD2	7	32907784	32933743	0.000144404630235	<0.01
ENSG00000172209	GPR22	7	107110463	107116098	3.29772105819e-06	<0.01
ENSG00000172354	GNB2	7	100271154	100276797	6.0373489138e-08	<0.01
ENSG00000176428	VPS37D	7	73082155	73086442	0.000289047319567	<0.01
ENSG00000181444	ZNF467	7	149461271	149470568	0.000112817861874	<0.01
ENSG00000182095	TNRC18	7	5346421	5465045	0.00015425929667	<0.01
ENSG00000183166	CALN1	7	71244476	71912148	1.51721439433e-05	<0.01
ENSG00000186472	PCLO	7	82383321	82792246	9.30614891996e-05	<0.01
ENSG00000187391	MAGI2	7	77646393	79082890	6.92106403391e-06	<0.01
ENSG00000196453	ZNF777	7	149128454	149158214	1.48997233619e-05	<0.01
ENSG00000197024	ZNF398	7	148823508	148880116	1.04007987251e-05	<0.01
ENSG00000198420	FAM115A	7	143548468	143599291	1.9506347918e-08	<0.01
ENSG00000198742	SMURF1	7	98625061	98741723	9.29107035659e-05	<0.01
