Ensembl gene ID	Gene symbol	Chromosome	Transcript start (hg19)	Transcript end (hg19)	P value	False discovery rate
ENSG00000163508	EOMES	3	27757440	27764206	3.5247304707e-10	<0.01
ENSG00000163513	TGFBR2	3	30647994	30735634	2.03906471589e-08	<0.01
ENSG00000163519	TRAT1	3	108541545	108573852	7.14938324034e-14	<0.01
ENSG00000163605	PPP4R2	3	73045936	73118350	6.42613449686e-09	<0.01
ENSG00000163606	CD200R1	3	112640056	112693969	6.54358638431e-12	<0.01
ENSG00000163632	C3orf49	3	63805038	63834312	2.87369650137e-10	<0.01
ENSG00000163635	ATXN7	3	63850233	63989138	6.65552157751e-08	<0.01
ENSG00000163687	DNASE1L3	3	58177984	58200853	1.26203658745e-10	<0.01
ENSG00000163751	CPA3	3	148583043	148614983	6.48178168922e-09	<0.01
ENSG00000163820	FYCO1	3	45959396	46037316	2.7935265091e-08	<0.01
ENSG00000163823	CCR1	3	46243200	46249887	1.807802048e-10	<0.01
ENSG00000163840	DTX3L	3	122283085	122294050	2.15937992251e-10	<0.01
ENSG00000163932	PRKCD	3	53190025	53226733	1.55798980893e-09	<0.01
ENSG00000163947	ARHGEF3	3	56761446	57113357	8.08579366203e-13	<0.01
ENSG00000164054	SHISA5	3	48509197	48542259	1.25561285014e-11	<0.01
ENSG00000164088	PPM1M	3	52279841	52284613	1.62640660549e-09	<0.01
ENSG00000168811	IL12A	3	159706537	159713806	5.83468558342e-13	<0.01
ENSG00000169379	ARL13B	3	93698983	93774512	1.32659170741e-08	<0.01
ENSG00000170044	ZPLD1	3	101818088	102198685	5.77073809429e-09	<0.01
ENSG00000172215	CXCR6	3	45982425	45989845	2.97286684141e-12	<0.01
ENSG00000172578	KLHL6	3	183205319	183273477	2.21648116447e-15	<0.01
ENSG00000172752	COL6A5	3	130064359	130203688	9.86382680662e-12	<0.01
ENSG00000172936	MYD88	3	38179969	38184513	1.54463001301e-13	<0.01
ENSG00000173193	PARP14	3	122399465	122449687	1.04181065778e-13	<0.01
ENSG00000173200	PARP15	3	122296449	122357894	5.66552235329e-13	<0.01
ENSG00000173578	XCR1	3	46058516	46069234	2.31236730114e-10	<0.01
ENSG00000173889	PHC3	3	169804520	169899537	1.75876575853e-09	<0.01
ENSG00000174004	LRRC33	3	196366557	196388875	2.49914336038e-13	<0.01
ENSG00000174500	GCET2	3	111839688	111852152	1.2962936252e-10	<0.01
ENSG00000174944	P2RY14	3	150929905	150996255	4.15895921492e-09	<0.01
ENSG00000174946	GPR171	3	150915619	150920988	2.61667243992e-14	<0.01
ENSG00000177494	ZBED2	3	111311747	111314290	2.15163102403e-12	<0.01
ENSG00000179674	ARL14	3	160394948	160396233	1.07187732064e-12	<0.01
ENSG00000179934	CCR8	3	39371197	39375171	9.337355822e-13	<0.01
ENSG00000180353	HCLS1	3	121350246	121379774	4.92903844799e-15	<0.01
ENSG00000180370	PAK2	3	196466728	196559518	1.71742110112e-09	<0.01
ENSG00000181631	P2RY13	3	151044100	151047336	1.32592651765e-08	<0.01
ENSG00000181788	SIAH2	3	150458914	150481264	3.91588271775e-11	<0.01
ENSG00000181847	TIGIT	3	113995760	114029135	3.43109701768e-14	<0.01
ENSG00000182179	UBA7	3	49842640	49851379	2.4581809971e-14	<0.01
ENSG00000182568	SATB1	3	18386864	18487080	7.0188302472e-12	<0.01
ENSG00000183625	CCR3	3	46205096	46308197	6.97295482909e-10	<0.01
ENSG00000183813	CCR4	3	32993066	32997841	2.03088891449e-12	<0.01
ENSG00000186001	LRCH3	3	197518097	197615307	2.1560927323e-09	<0.01
ENSG00000186265	BTLA	3	112182815	112218408	4.09750036495e-15	<0.01
ENSG00000188001	TPRG1	3	188665003	189043093	6.72385653514e-09	<0.01
ENSG00000188313	PLSCR1	3	146232967	146262651	1.70114909631e-11	<0.01
ENSG00000196776	CD47	3	107762145	107809872	6.26104913212e-09	<0.01
ENSG00000206561	COLQ	3	15491640	15563258	1.65420767372e-11	<0.01
ENSG00000235947	EGOT	3	4790876	4793274	2.92699380924e-12	<0.01
ENSG00000235978	ENSG00000235978	3	4855978	4928977	6.01720800533e-11	<0.01
ENSG00000239205	ENSG00000239205	3	164867794	164875850	1.7248490854e-15	<0.01
ENSG00000239440	ENSG00000239440	3	82035289	82512826	8.65255735502e-12	<0.01
ENSG00000240476	ENSG00000240476	3	98699902	98701940	3.3688825535e-10	<0.01
ENSG00000241163	ENSG00000241163	3	72084670	72291716	3.00525084244e-13	<0.01
ENSG00000241316	ENSG00000241316	3	67705121	67998137	1.92116970072e-12	<0.01
ENSG00000004468	CD38	4	15779898	15851069	2.96573825824e-13	<0.01
ENSG00000005059	CCDC109B	4	110481361	110609874	5.60416636234e-12	<0.01
ENSG00000035720	STAP1	4	68424446	68473055	7.30249438611e-16	<0.01
ENSG00000050730	TNIP3	4	122052563	122148621	8.45640614369e-12	<0.01
ENSG00000065882	TBC1D1	4	37892708	38140796	8.16667070396e-12	<0.01
ENSG00000070190	DAPP1	4	100737990	100791311	1.56072614602e-12	<0.01
ENSG00000074966	TXK	4	48068410	48136273	2.84040736207e-18	<0.01
ENSG00000081041	CXCL2	4	74962793	74965010	3.47960791265e-11	<0.01
ENSG00000087008	ACOX3	4	8368439	8442450	3.80585621574e-12	<0.01
ENSG00000087266	SH3BP2	4	2794750	2842825	7.09858138984e-15	<0.01
ENSG00000109320	NFKB1	4	103422486	103538459	9.75529143909e-12	<0.01
ENSG00000109452	INPP4B	4	142944313	143768585	4.78450789464e-10	<0.01
ENSG00000109471	IL2	4	123372625	123377880	2.76031654656e-14	<0.01
ENSG00000109684	CLNK	4	10488019	10686489	6.81618921756e-10	<0.01
ENSG00000121210	KIAA0922	4	154387498	154557863	3.9606772335e-09	<0.01
ENSG00000121895	TMEM156	4	38968365	39034542	4.02058729806e-12	<0.01
ENSG00000124875	CXCL6	4	74702214	74714781	8.74081063681e-09	<0.01
ENSG00000125089	SH3TC1	4	8183799	8242830	3.33548781763e-14	<0.01
ENSG00000130997	POLN	4	2073645	2243848	3.86287273566e-12	<0.01
ENSG00000132405	TBC1D14	4	6910969	7034845	2.41251158851e-07	<0.01
ENSG00000132465	IGJ	4	71521258	71547534	7.8937284615e-16	<0.01
ENSG00000135605	TEC	4	48137800	48271881	3.27032409253e-08	<0.01
ENSG00000137441	FGFBP2	4	15961866	15970932	5.66446996101e-10	<0.01
ENSG00000137462	TLR2	4	154622652	154626851	3.0684762568e-11	<0.01
ENSG00000138670	RASGEF1B	4	82347547	82393082	8.91609918399e-09	<0.01
ENSG00000138684	IL21	4	123533783	123542224	1.58556356062e-15	<0.01
ENSG00000138755	CXCL9	4	76922428	76928641	9.40866061643e-12	<0.01
ENSG00000138756	BMP2K	4	79697496	79837526	8.52882456572e-13	<0.01
ENSG00000138764	CCNG2	4	78078304	78354542	6.94291424717e-09	<0.01
ENSG00000138767	CNOT6L	4	78634541	78740769	8.10564186527e-10	<0.01
ENSG00000145287	PLAC8	4	84011201	84058228	3.28317907893e-14	<0.01
ENSG00000145365	TIFA	4	113196783	113207059	2.37400319552e-15	<0.01
ENSG00000151014	CCRN4L	4	139936943	139966906	1.58119434287e-07	<0.01
ENSG00000153064	BANK1	4	102332443	102995969	6.02332353746e-15	<0.01
ENSG00000156234	CXCL13	4	78432907	78532988	1.31385317951e-14	<0.01
ENSG00000163297	ANTXR2	4	80822303	81046608	1.67584916459e-07	<0.01
ENSG00000163644	PPM1K	4	89183315	89205921	1.56650127944e-09	<0.01
ENSG00000163734	CXCL3	4	74902306	74904524	2.08639302637e-12	<0.01
ENSG00000163735	CXCL5	4	74861359	74864496	5.54600872307e-15	<0.01
ENSG00000163736	PPBP	4	74852755	74853914	2.24735670149e-08	<0.01
ENSG00000163737	PF4	4	74846794	74847841	1.92368686753e-08	<0.01
ENSG00000163739	CXCL1	4	74735110	74736959	1.05427123409e-10	<0.01
ENSG00000164038	SLC9B2	4	103941025	104006986	7.72840616083e-08	<0.01
ENSG00000164136	IL15	4	142557752	142655140	8.70221651713e-12	<0.01
ENSG00000164164	OTUD4	4	146031990	146101313	1.38406561415e-08	<0.01
ENSG00000164305	CASP3	4	185548850	185570663	1.98920460412e-07	<0.01
ENSG00000168214	RBPJ	4	26165077	26436541	3.72811919112e-08	<0.01
ENSG00000168310	IRF2	4	185308867	185395734	2.43027078267e-13	<0.01
ENSG00000168421	RHOH	4	40192673	40246281	1.09023872186e-15	<0.01
ENSG00000168884	TNIP2	4	2743375	2758103	1.20502400447e-12	<0.01
ENSG00000169245	CXCL10	4	76942273	76944650	5.72249218548e-13	<0.01
ENSG00000169248	CXCL11	4	76954835	76962568	6.74372450812e-11	<0.01
ENSG00000169429	IL8	4	74606223	74609433	6.82832229763e-12	<0.01
ENSG00000169762	TAPT1	4	16162128	16229033	2.93866327869e-08	<0.01
ENSG00000170006	TMEM154	4	153539784	153601317	2.35336724454e-07	<0.01
ENSG00000170365	SMAD1	4	146402346	146479231	1.27210066819e-11	<0.01
ENSG00000171209	CSN3	4	71108305	71117145	4.56899481812e-08	<0.01
ENSG00000172493	AFF1	4	87856154	88062206	5.32783571275e-13	<0.01
ENSG00000173083	HPSE	4	84213614	84256306	3.78403765033e-08	<0.01
ENSG00000174123	TLR10	4	38773860	38784611	1.25352549192e-11	<0.01
ENSG00000174125	TLR1	4	38792298	38858438	4.94433517372e-11	<0.01
ENSG00000174130	TLR6	4	38825336	38858438	4.5084957643e-08	<0.01
ENSG00000174749	C4orf32	4	113066553	113110237	2.55817368448e-15	<0.01
ENSG00000174796	THAP6	4	76439156	76475683	2.83939981058e-10	<0.01
ENSG00000174799	CEP135	4	56815037	56899270	1.28814544049e-10	<0.01
ENSG00000178636	ENSG00000178636	4	120113928	120133799	1.10768875483e-15	<0.01
ENSG00000181617	C4orf7	4	71091788	71100969	7.63134217562e-10	<0.01
ENSG00000185477	GPRIN3	4	90165429	90229161	8.67479957052e-11	<0.01
ENSG00000249173	ENSG00000249173	4	185815025	185820608	2.9085117933e-14	<0.01
ENSG00000249464	ENSG00000249464	4	124571422	124851561	7.63885621964e-09	<0.01
ENSG00000250302	ENSG00000250302	4	53656161	53681631	5.96684484234e-13	<0.01
ENSG00000251199	ENSG00000251199	4	135176328	135248628	3.31783177933e-08	<0.01
ENSG00000251230	ENSG00000251230	4	185765739	185776905	2.9920556607e-10	<0.01
ENSG00000251442	ENSG00000251442	4	79567057	79603853	8.84976791077e-10	<0.01
ENSG00000251517	ENSG00000251517	4	42708124	42709352	2.56856067717e-11	<0.01
ENSG00000019582	CD74	5	149781200	149792492	9.43444781522e-12	<0.01
ENSG00000043143	PHF15	5	133860003	133918918	3.12044285818e-16	<0.01
ENSG00000043462	LCP2	5	169673241	169725231	1.2310068426e-11	<0.01
ENSG00000055163	CYFIP2	5	156693089	156822606	2.40117570745e-07	<0.01
ENSG00000062194	GPBP1	5	56469775	56560505	8.12101616371e-08	<0.01
ENSG00000072786	STK10	5	171469077	171615390	1.37410419524e-13	<0.01
ENSG00000081059	TCF7	5	133450402	133487556	1.12573188076e-09	<0.01
ENSG00000082074	FYB	5	39105338	39274630	8.5391273546e-13	<0.01
ENSG00000095015	MAP3K1	5	56111401	56191979	1.91973846416e-13	<0.01
ENSG00000113070	HBEGF	5	139712428	139726216	8.92978507893e-10	<0.01
ENSG00000113088	GZMK	5	54320081	54330398	4.9137793432e-13	<0.01
ENSG00000113263	ITK	5	156569944	156682201	1.72970302346e-14	<0.01
ENSG00000113302	IL12B	5	158741791	158757895	2.28332872985e-10	<0.01
ENSG00000113441	LNPEP	5	96271098	96373219	2.7320420878e-12	<0.01
ENSG00000113448	PDE4D	5	58264865	59817947	2.1954016106e-08	<0.01
ENSG00000113520	IL4	5	132009678	132018368	8.94786194206e-12	<0.01
ENSG00000113525	IL5	5	131877136	131892530	3.50644558218e-10	<0.01
ENSG00000113532	ST8SIA4	5	100145357	100238970	8.58524612625e-11	<0.01
ENSG00000113580	NR3C1	5	142657496	142815077	8.85412467699e-09	<0.01
ENSG00000118985	ELL2	5	95220802	95297775	3.04114278972e-08	<0.01
ENSG00000120324	PCDHB10	5	140571942	140575215	2.04624135087e-07	<0.01
ENSG00000120738	EGR1	5	137801169	137805004	1.61683282624e-06	<0.01
ENSG00000122008	POLK	5	74807581	74896969	2.81387432651e-10	<0.01
ENSG00000125347	IRF1	5	131817301	131826490	4.80680999115e-12	<0.01
ENSG00000131446	MGAT1	5	180217541	180242652	7.50668738891e-08	<0.01
ENSG00000131504	DIAPH1	5	140894583	140998622	8.34845171016e-10	<0.01
ENSG00000132357	CARD6	5	40841286	40860275	2.47639334901e-13	<0.01
ENSG00000134061	CD180	5	66478103	66492627	1.54293465695e-11	<0.01
ENSG00000134516	DOCK2	5	169064251	169510386	1.25798073028e-13	<0.01
ENSG00000135074	ADAM19	5	156822542	157002783	2.27795136406e-09	<0.01
ENSG00000135077	HAVCR2	5	156512843	156569880	2.15643428266e-11	<0.01
ENSG00000145623	OSMR	5	38845960	38945698	2.15845265871e-06	<0.01
ENSG00000145649	GZMA	5	54398476	54406080	1.34155764535e-13	<0.01
ENSG00000145779	TNFAIP8	5	118604387	118730294	2.19650771522e-15	<0.01
ENSG00000145819	ARHGAP26	5	142149949	142608576	6.0561008159e-10	<0.01
ENSG00000145839	IL9	5	135227935	135231516	1.54360364247e-11	<0.01
ENSG00000145850	TIMD4	5	156346293	156390266	1.92444444929e-11	<0.01
ENSG00000145860	RNF145	5	158584417	158637061	5.65545061655e-07	<0.01
ENSG00000145901	TNIP1	5	150409506	150473138	1.08326746097e-12	<0.01
ENSG00000146094	DOK3	5	176928908	176938275	3.95185648875e-14	<0.01
ENSG00000151883	PARP8	5	49961733	50142356	4.83034827329e-11	<0.01
ENSG00000152611	CAPSL	5	35904397	35938881	4.03097329503e-10	<0.01
ENSG00000154124	FAM105B	5	14664773	14699820	2.7260241019e-07	<0.01
ENSG00000155324	GRAMD3	5	125695824	125832186	2.18522939184e-09	<0.01
ENSG00000158497	HMHB1	5	143191726	143200284	5.33497290284e-11	<0.01
ENSG00000158985	CDC42SE2	5	130581186	130734140	5.88384450593e-09	<0.01
ENSG00000158987	RAPGEF6	5	130759614	130970929	2.69966458937e-11	<0.01
ENSG00000160883	HK3	5	176307870	176326333	1.3295956044e-07	<0.01
ENSG00000164220	F2RL2	5	75911328	75919259	1.43259134984e-08	<0.01
ENSG00000164256	PRDM9	5	23507264	23528706	1.00764769234e-11	<0.01
ENSG00000164307	ERAP1	5	96096521	96143803	1.98642675354e-09	<0.01
ENSG00000164308	ERAP2	5	96211643	96255420	6.02371538737e-09	<0.01
ENSG00000164399	IL3	5	131396222	131398897	6.33126860679e-12	<0.01
ENSG00000164400	CSF2	5	131409483	131411859	4.3601554274e-13	<0.01
ENSG00000164574	GALNT10	5	153570290	153800544	8.36117912444e-08	<0.01
ENSG00000168685	IL7R	5	35852797	35879705	7.74909283433e-12	<0.01
ENSG00000168944	CEP120	5	122680579	122759286	2.30476177604e-06	<0.01
ENSG00000169194	IL13	5	131991955	131996802	1.57777202536e-11	<0.01
ENSG00000169220	RGS14	5	176784838	176799602	3.14659947352e-09	<0.01
ENSG00000169252	ADRB2	5	148206156	148208196	1.7043327843e-11	<0.01
ENSG00000170458	CD14	5	140011313	140013286	2.11120738151e-13	<0.01
ENSG00000170476	ENSG00000170476	5	138723169	138725770	9.09752752084e-14	<0.01
ENSG00000170571	EMB	5	49692026	49739082	4.95470217181e-11	<0.01
ENSG00000170613	FAM71B	5	156588857	156593275	9.2717771161e-07	<0.01
ENSG00000171522	PTGER4	5	40679600	40693837	4.80249734894e-15	<0.01
ENSG00000175857	GAPT	5	57787262	57792917	1.79674400235e-07	<0.01
ENSG00000178996	SNX18	5	53813589	53842415	6.55879103271e-07	<0.01
ENSG00000182578	CSF1R	5	149432854	149492935	3.17172691588e-08	<0.01
ENSG00000184584	TMEM173	5	138855119	138862520	1.29408097779e-13	<0.01
ENSG00000197043	ANXA6	5	150480273	150537443	1.94322168564e-08	<0.01
ENSG00000197536	C5orf56	5	131746328	131811736	7.9776527613e-08	<0.01
ENSG00000197948	FCHSD1	5	141018869	141030986	2.4312578907e-06	<0.01
ENSG00000198055	GRK6	5	176830205	176869902	5.44983644599e-08	<0.01
ENSG00000198624	CCDC69	5	150560613	150603706	4.67819587103e-14	<0.01
ENSG00000237693	IRGM	5	150226085	150280298	5.00287617598e-07	<0.01
ENSG00000249437	NAIP	5	70264310	70320941	8.56382965204e-11	<0.01
ENSG00000250668	ENSG00000250668	5	7347099	7348090	1.70385476265e-07	<0.01
ENSG00000251045	ENSG00000251045	5	134984273	134989624	1.63535254537e-12	<0.01
ENSG00000253251	ENSG00000253251	5	64920592	64926718	2.15870486187e-06	<0.01
ENSG00000253522	ENSG00000253522	5	159895275	159914433	4.55915622407e-14	<0.01
ENSG00000255833	TIFAB	5	134779908	134788089	1.6991171413e-09	<0.01
ENSG00000256235	C5orf62	5	150157508	150176296	2.07563445022e-11	<0.01
ENSG00000010030	ETV7	6	36322419	36356164	1.00310643968e-08	<0.01
ENSG00000010810	FYN	6	111981535	112194655	2.55274280596e-09	<0.01
ENSG00000021355	SERPINB1	6	2832566	2842240	6.55561742902e-09	<0.01
ENSG00000023892	DEF6	6	35265595	35289548	1.11047899193e-14	<0.01
ENSG00000027697	IFNGR1	6	137518621	137540586	9.29700679068e-09	<0.01
ENSG00000055208	TAB2	6	149539777	149732749	4.11144279003e-08	<0.01
ENSG00000056972	TRAF3IP2	6	111877657	111927481	5.38640587984e-15	<0.01
ENSG00000057657	PRDM1	6	106534195	106557814	2.25134536744e-08	<0.01
ENSG00000065491	TBC1D22B	6	37225548	37300746	7.254623244e-09	<0.01
ENSG00000065615	CYB5R4	6	84569362	84670146	8.38331188448e-07	<0.01
ENSG00000074706	IPCEF1	6	154475631	154677926	1.8592394633e-08	<0.01
ENSG00000095951	HIVEP1	6	12008995	12165232	1.39260433289e-08	<0.01
ENSG00000096264	NCR2	6	41303393	41318625	5.92519500261e-09	<0.01
ENSG00000111860	C6orf204	6	118781935	119031238	8.27019705307e-14	<0.01
ENSG00000111885	MAN1A1	6	119498374	119670926	2.09239230727e-08	<0.01
ENSG00000111912	NCOA7	6	126102307	126252266	1.0323334389e-08	<0.01
ENSG00000112096	SOD2	6	160100096	160183561	5.06504664226e-10	<0.01
ENSG00000112115	IL17A	6	52051185	52055436	7.50671035051e-13	<0.01
ENSG00000112116	IL17F	6	52101479	52109335	4.45775570087e-14	<0.01
ENSG00000112137	PHACTR1	6	12717893	13288645	9.56678148844e-10	<0.01
ENSG00000112149	CD83	6	14117872	14137149	8.37760860065e-13	<0.01
ENSG00000112182	BACH2	6	90636248	91006627	2.24056113704e-09	<0.01
ENSG00000112195	TREML2	6	41158015	41168932	5.40446323979e-08	<0.01
ENSG00000112297	AIM1	6	106808784	107018335	1.61868769296e-16	<0.01
ENSG00000112303	VNN2	6	133065009	133084598	9.71465125533e-09	<0.01
ENSG00000112406	HECA	6	139456249	139501939	1.83113042777e-08	<0.01
ENSG00000112486	CCR6	6	167525295	167553184	6.16079016593e-15	<0.01
ENSG00000112561	TFEB	6	41651716	41703997	5.16906832798e-11	<0.01
ENSG00000112576	CCND3	6	41902671	42018095	2.65298848838e-09	<0.01
ENSG00000112658	SRF	6	43139037	43149243	6.94481324649e-07	<0.01
ENSG00000112685	EXOC2	6	485133	693117	1.71660557732e-08	<0.01
ENSG00000112799	LY86	6	6588341	6655216	1.79747944757e-10	<0.01
ENSG00000118503	TNFAIP3	6	138188351	138204449	3.34447236826e-12	<0.01
ENSG00000118508	RAB32	6	146864829	146876101	5.61077716283e-10	<0.01
ENSG00000118513	MYB	6	135502453	135540311	1.07773525444e-11	<0.01
ENSG00000124491	F13A1	6	6144318	6321246	1.81129108288e-09	<0.01
ENSG00000124570	SERPINB6	6	2948393	2972399	1.5446849723e-10	<0.01
ENSG00000124731	TREM1	6	41243712	41254457	2.13726906774e-09	<0.01
ENSG00000124762	CDKN1A	6	36644305	36655116	1.79662340535e-08	<0.01
ENSG00000130340	SNX9	6	158244281	158366109	1.64269321089e-10	<0.01
ENSG00000135549	PKIB	6	122793062	123047518	3.0014524498e-10	<0.01
ENSG00000135596	MICAL1	6	109765265	109787171	5.07837251395e-08	<0.01
ENSG00000135604	STX11	6	144471663	144509507	1.22431492682e-12	<0.01
ENSG00000137161	CNPY3	6	42896938	42907025	2.08008242942e-08	<0.01
ENSG00000137193	PIM1	6	37137979	37143202	2.03771209308e-10	<0.01
ENSG00000137265	IRF4	6	391739	411447	8.53162429065e-13	<0.01
ENSG00000137275	RIPK1	6	3064092	3115421	2.49207525275e-11	<0.01
ENSG00000137393	RNF144B	6	18368779	18469105	1.00764616614e-06	<0.01
ENSG00000146070	PLA2G7	6	46671938	46703430	3.6251134231e-07	<0.01
ENSG00000146192	FGD2	6	36973422	36996846	8.46401131253e-14	<0.01
ENSG00000146232	NFKBIE	6	44225919	44233500	3.4493482394e-12	<0.01
ENSG00000146378	TAAR2	6	132938161	132945414	1.23842786807e-08	<0.01
ENSG00000146457	WTAP	6	160146617	160177351	8.2230756696e-09	<0.01
ENSG00000146477	SLC22A3	6	160769300	160876014	1.64959873632e-08	<0.01
ENSG00000155130	MARCKS	6	114178541	114184648	1.4468283511e-09	<0.01
ENSG00000164430	MB21D1	6	74123238	74161999	4.8806295893e-09	<0.01
ENSG00000164485	IL22RA2	6	137464968	137494785	5.80946425336e-13	<0.01
ENSG00000164626	KCNK5	6	39156749	39197226	3.69619071572e-07	<0.01
ENSG00000164674	SYTL3	6	159071046	159185908	1.02018257215e-10	<0.01
ENSG00000164691	TAGAP	6	159455500	159466184	4.11888503624e-13	<0.01
ENSG00000170542	SERPINB9	6	2887500	2903514	1.89581441968e-17	<0.01
ENSG00000171611	PTCRA	6	42883727	42893898	7.87799181251e-08	<0.01
ENSG00000172673	THEMIS	6	128029217	128239776	4.24965963602e-10	<0.01
ENSG00000172738	TMEM217	6	37179956	37225931	1.83858029002e-09	<0.01
ENSG00000176515	ENSG00000176515	6	1080164	1105181	6.9879269349e-15	<0.01
ENSG00000178199	ZC3H12D	6	149768794	149806197	6.40387468859e-15	<0.01
ENSG00000188056	TREML4	6	41196062	41206620	2.59571376219e-14	<0.01
ENSG00000188820	FAM26F	6	116782533	116784934	4.67742903083e-13	<0.01
ENSG00000188996	HUS1B	6	655939	656963	2.63747734036e-11	<0.01
ENSG00000197442	MAP3K5	6	136878185	137113656	1.4749257858e-07	<0.01
ENSG00000205269	TMEM170B	6	11537938	11583757	6.68351636095e-07	<0.01
ENSG00000228495	ENSG00000228495	6	132453055	132490514	1.3754876063e-08	<0.01
ENSG00000230438	ENSG00000230438	6	2854891	2876744	2.86664443799e-07	<0.01
ENSG00000002933	TMEM176A	7	150497491	150502208	3.08344474523e-09	<0.01
ENSG00000005020	SKAP2	7	26706681	27034858	2.61362923848e-11	<0.01
ENSG00000006459	JHDM1D	7	139784546	139876835	9.22084814334e-08	<0.01
ENSG00000006576	PHTF2	7	77428109	77586818	2.78534312943e-08	<0.01
ENSG00000006606	CCL26	7	75398851	75419214	3.46816509025e-07	<0.01
ENSG00000019991	HGF	7	81328322	81399754	3.42531176523e-09	<0.01
ENSG00000050344	NFE2L3	7	26191860	26226745	2.82776748194e-08	<0.01
ENSG00000059377	TBXAS1	7	139476850	139720125	1.12360018727e-10	<0.01
ENSG00000070882	OSBPL3	7	24836158	25021253	5.06332949971e-14	<0.01
ENSG00000085514	PILRA	7	99965153	99997719	5.30117761702e-14	<0.01
ENSG00000086730	LAT2	7	73613982	73644161	4.06986374629e-13	<0.01
ENSG00000091073	ENSG00000091073	7	76090993	76135312	3.08307144797e-10	<0.01
ENSG00000091137	SLC26A4	7	107301080	107358254	2.79151175948e-07	<0.01
ENSG00000105810	CDK6	7	92234235	92465908	5.66262326365e-17	<0.01
ENSG00000105835	NAMPT	7	105888731	105926772	1.7915992174e-09	<0.01
ENSG00000105851	PIK3CG	7	106505723	106547590	2.56275141372e-17	<0.01
ENSG00000105855	ITGB8	7	20370325	20450419	5.67928160406e-08	<0.01
ENSG00000105939	ZC3HAV1	7	138728266	138794465	5.56613467783e-12	<0.01
ENSG00000105967	TFEC	7	115575202	115799950	4.36911519648e-07	<0.01
ENSG00000106003	LFNG	7	2552163	2568811	1.0135391526e-07	<0.01
ENSG00000106100	NOD1	7	30464143	30518400	7.92209957456e-11	<0.01
ENSG00000106178	CCL24	7	75440983	75452674	2.54509231935e-13	<0.01
ENSG00000106266	SNX8	7	2294638	2393953	1.4658806384e-08	<0.01
ENSG00000106415	GLCCI1	7	8008425	8133902	2.41068215684e-11	<0.01
ENSG00000106479	ZNF862	7	149535456	149564568	2.98387502192e-13	<0.01
ENSG00000106546	AHR	7	17338246	17385776	3.29174718662e-10	<0.01
ENSG00000106560	GIMAP2	7	150382785	150390729	1.91382026673e-12	<0.01
ENSG00000106565	TMEM176B	7	150488373	150498450	3.69674037134e-09	<0.01
ENSG00000106608	URGCP	7	43915493	43966010	3.69229001849e-07	<0.01
ENSG00000122515	ZMIZ2	7	44788180	44809477	6.91759546787e-14	<0.01
ENSG00000122678	POLM	7	44111846	44122139	3.5617924553e-19	<0.01
ENSG00000127951	FGL2	7	76822688	76829143	5.29549699509e-14	<0.01
ENSG00000127954	STEAP4	7	87900207	87936206	6.76530579268e-13	<0.01
ENSG00000128578	FAM40B	7	129074274	129128240	2.56374796743e-13	<0.01
ENSG00000128604	IRF5	7	128577666	128590089	2.93345740232e-17	<0.01
ENSG00000130429	ARPC1B	7	98971872	98992424	1.85912673411e-10	<0.01
ENSG00000133561	GIMAP6	7	150322463	150329473	4.04496800131e-14	<0.01
ENSG00000133574	GIMAP4	7	150264365	150271041	1.28897123541e-15	<0.01
ENSG00000135185	C7orf23	7	86825478	86849903	3.04786465351e-11	<0.01
ENSG00000135245	C7orf68	7	128095903	128098472	5.829192605e-07	<0.01
ENSG00000135272	MDFIC	7	114562209	114659256	2.00217537569e-10	<0.01
ENSG00000136244	IL6	7	22765503	22771621	3.20959072626e-12	<0.01
ENSG00000136250	AOAH	7	36552456	36764154	9.82815511914e-12	<0.01
ENSG00000136279	DBNL	7	44084232	44109055	1.03951529221e-07	<0.01
ENSG00000136286	MYO1G	7	45002261	45018697	9.23826488224e-20	<0.01
ENSG00000146535	GNA12	7	2767746	2883958	5.25899487031e-07	<0.01
ENSG00000146592	CREB5	7	28338940	28865511	1.0085853959e-07	<0.01
ENSG00000146859	TMEM140	7	134832824	134850650	9.88494349305e-08	<0.01
ENSG00000154978	VOPP1	7	55503749	55640681	9.27127677812e-13	<0.01
ENSG00000155849	ELMO1	7	36893961	37488852	3.92607453831e-08	<0.01
ENSG00000158457	TSPAN33	7	128784712	128808671	1.25696454238e-12	<0.01
ENSG00000159840	ZYX	7	143078173	143088204	1.02060705224e-06	<0.01
ENSG00000160991	ORAI2	7	102073553	102097268	8.85628274403e-09	<0.01
ENSG00000160999	SH2B2	7	101928405	101962178	4.80804409678e-11	<0.01
ENSG00000164543	STK17A	7	43622357	43666385	5.8690154668e-12	<0.01
ENSG00000164849	GPR146	7	1084212	1098897	2.61077365385e-07	<0.01
ENSG00000164877	MICALL2	7	1468101	1499138	2.39858971017e-09	<0.01
ENSG00000166925	TSC22D4	7	100060982	100076902	5.34721790442e-13	<0.01
ENSG00000169871	TRIM56	7	100728720	100735017	7.28237328308e-17	<0.01
ENSG00000170852	KBTBD2	7	32907784	32933743	1.13074378696e-07	<0.01
ENSG00000171115	GIMAP8	7	150147718	150176480	4.36586064001e-16	<0.01
ENSG00000177409	SAMD9L	7	92759368	92777682	2.28852803945e-17	<0.01
ENSG00000179144	GIMAP7	7	150211918	150218161	5.97040220074e-16	<0.01
